CustomerID,first_name,last_name,email,gender,PhoneNumber,DateOfBirth,PreferredLanguage,StreetAddress,City,State,PostalCode,Country,Loyalty Program Tier,FavoriteGenres,Marketing Opt-In Status,Membership Status,PreferredContactMethod,Region_code
01JSX07TP50SJ7CA40ZXVWAKH2,Sada,Godbehere,sgodbehere32@cnbc.com,Female,(210) 3418727,8/12/1942,Arabic,8 Clarendon Parkway,San Antonio,Texas,78225,USA,Gold,Drama,Email,Basic,Phone Call,SR
01JSX07TP7SJ9XV985CH0M00RX,Raul,Denyer,rdenyer33@mac.com,Male,(502) 3404059,2/18/1973,English,1562 Mccormick Drive,Louisville,Kentucky,40205,USA,Platinum,Sci-Fi|Thriller,Email + SMS,Plus,Email,SR
01JSX07TP9QGGQ5CQKPKPRBRGE,Arnaldo,Broadberry,abroadberry34@behance.net,Male,(573) 8568905,5/8/1963,French,5 Farmco Hill,Jefferson City,Missouri,65105,USA,Bronze,Drama,No,Basic,Phone Call,MWR
01JSX07TPBWYQJ849V8TNDPPPM,Calla,Stoodale,cstoodale35@msu.edu,Female,(210) 9442807,2/26/1971,Arabic,1 Johnson Trail,San Antonio,Texas,78205,USA,Silver,Horror,Phone Call,Elite,Email,SR
01JSX07TPDQDMZHQS95JJ8RVNW,Tann,Abbado,tabbado36@soup.io,Male,(210) 6434830,5/10/1984,Chinese,977 Scofield Street,San Antonio,Texas,78220,USA,Gold,Action|Crime|Drama,No,Basic,Email,SR
01JSX07TPFTJY2S20JZKJR9HVK,Malchy,Piser,mpiser37@linkedin.com,Male,(704) 1981248,2/16/1985,Vietnamese,54051 Meadow Valley Road,Charlotte,North Carolina,28215,USA,Platinum,Action|Adventure|Sci-Fi|Western,SMS,Plus,Email,SR
01JSX07TPHK6TYZ8W42KVTP4VJ,Huntley,Pere,hpere38@uol.com.br,Male,(617) 5260399,4/29/2001,Vietnamese,38896 Independence Point,Boston,Massachusetts,2283,USA,Bronze,Mystery|Thriller,No,Basic,SMS,NER
01JSX07TPK3K3FQWX3KN2DBYVW,Ulick,Bohden,ubohden39@usgs.gov,Male,(304) 7041154,10/17/1996,Arabic,019 Kingsford Drive,Charleston,West Virginia,25356,USA,Silver,Documentary|War,No,Elite,SMS,SR
01JSX07TPNNPDTCGF9D8WHP439,Bee,Ahmed,bahmed3a@amazon.co.uk,Female,(213) 5466562,8/17/1998,Spanish,5097 Miller Lane,Los Angeles,California,90050,USA,Gold,Comedy|Drama,No,Basic,SMS,WR
01JSX07TPQ97WQ5CX1AH8HFP3B,Carling,Hallock,challock3b@ow.ly,Male,(504) 1657099,8/26/1946,Arabic,8 Pond Lane,New Orleans,Louisiana,70129,USA,Platinum,Comedy,SMS,Basic,Phone Call,SR
01JSX07TPSZ9QJAFDA1NFYSP3M,Vivyan,Handrick,vhandrick3c@ftc.gov,Polygender,(501) 8650651,7/25/1958,Spanish,2121 Pierstorff Drive,North Little Rock,Arkansas,72199,USA,Bronze,Drama,No,Elite,Phone Call,SR
01JSX07TPV0PY4QSHVX8AS1MTW,Cynthia,Enos,cenos3d@omniture.com,Female,(773) 6077785,7/14/2003,German,71636 Aberg Street,Chicago,Illinois,60657,USA,Silver,Drama,Email,Elite,SMS,MWR
01JSX07TPXKKQBHH27C201S9Q0,Babbette,Gooder,bgooder3e@hexun.com,Female,(509) 4351192,4/23/1960,Spanish,58776 Kensington Pass,Spokane,Washington,99220,USA,Gold,Drama,Email,Basic,Phone Call,WR
01JSX07TPZSYS2S3A236656S2B,Almira,Bantham,abantham3f@discuz.net,Agender,(702) 6189856,3/18/1981,German,2 Acker Plaza,Las Vegas,Nevada,89105,USA,Platinum,Adventure|Animation|Children,No,Basic,Email,WR
01JSX07TQ1F82BKK66C04WWN6Z,Hedda,Rossborough,hrossborough3g@squidoo.com,Female,(901) 5826593,4/15/1993,French,85517 Goodland Alley,Memphis,Tennessee,38150,USA,Bronze,Adventure|Animation|Fantasy|Romance,Email,Basic,SMS,SR
01JSX07TQ32KEBQ5PM1STY17N4,Davey,Mignot,dmignot3h@eepurl.com,Non-binary,(302) 9699290,3/23/1995,Vietnamese,90 Mallory Plaza,Wilmington,Delaware,19897,USA,Silver,Comedy|Horror,Email,Basic,SMS,SR
01JSX07TQ6WS2XKYH7369EN49E,Lutero,Andreone,landreone3i@google.com.hk,Male,(202) 6467271,2/23/1981,German,04 Buell Lane,Washington,District of Columbia,20067,USA,Gold,Drama,SMS,Basic,Email,SR
01JSX07TQ7HYWGFJ3J2QBVSNRH,Chloette,Kevis,ckevis3j@yelp.com,Female,(409) 4701044,12/1/1971,French,44491 Hansons Drive,Galveston,Texas,77554,USA,Platinum,Drama|War,No,Basic,Email,SR
01JSX07TQ9H793KVC509ETX6QK,Arvy,Petrushkevich,apetrushkevich3k@google.ca,Male,(212) 9379822,1/17/1942,Arabic,31 Homewood Circle,New York City,New York,10175,USA,Bronze,Comedy,SMS,Elite,Phone Call,NER
01JSX07TQB7XCCSBGHT9VJQ6AN,Gisella,Harron,gharron3l@constantcontact.com,Polygender,(202) 6859907,8/25/1958,English,59526 North Court,Washington,District of Columbia,20215,USA,Silver,Thriller,No,Basic,Phone Call,SR
01JSX07TQEYH1SGFK1SY5GDD8A,Franciskus,Bosden,fbosden3m@t.co,Male,(540) 1953649,9/11/1957,Korean,0 Sutteridge Alley,Fredericksburg,Virginia,22405,USA,Gold,Adventure,No,Basic,Phone Call,SR
01JSX07TQG4QQFCYETP92HBKQZ,Felice,Quincey,fquincey3n@tumblr.com,Female,(813) 5798517,5/1/1958,Chinese,2 Ronald Regan Pass,Tampa,Florida,33694,USA,Platinum,Comedy|Romance,No,Basic,Phone Call,SR
01JSX07TQJAS45XRJCZ7DSN4XX,Biddy,Dellatorre,bdellatorre3o@tripod.com,Female,(248) 1119230,6/10/1978,Korean,2 Killdeer Drive,Detroit,Michigan,48242,USA,Bronze,Drama|Mystery,No,Basic,Email,MWR
01JSX07TQM89EQWW7VAM5153QB,Parsifal,Shyre,pshyre3p@imdb.com,Male,(407) 3594823,3/1/1954,Chinese,8398 Crescent Oaks Street,Orlando,Florida,32819,USA,Silver,Drama,No,Basic,Phone Call,SR
01JSX07TQPG80RWDEA37RDV3NJ,Shem,Searsby,ssearsby3q@artisteer.com,Male,(352) 9325409,2/22/1976,Arabic,22234 Lighthouse Bay Park,Ocala,Florida,34474,USA,Gold,Drama,No,Basic,Email,SR
01JSX07TQRHHYE9NZ0GNKHRJH2,Christopher,Foulsham,cfoulsham3r@gnu.org,Male,(586) 2419085,3/1/1949,English,09 Annamark Terrace,Detroit,Michigan,48224,USA,Platinum,Thriller,Email,Plus,Phone Call,MWR
01JSX07TQTJXR4793JDNP4VKS6,Mortie,Doodney,mdoodney3s@woothemes.com,Male,(801) 1191851,2/26/1978,French,028 Lake View Pass,Sandy,Utah,84093,USA,Bronze,Documentary,Email,Plus,Email,WR
01JSX07TQWXK5DK0QP5ZQW5MGA,Valene,Grummitt,vgrummitt3t@meetup.com,Female,(559) 7445233,9/8/1956,French,042 Bayside Avenue,Fresno,California,93750,USA,Silver,Comedy,Phone Call,Basic,Phone Call,WR
01JSX07TRAZ3CJEN9WPKM6F8ZD,Stern,Djekovic,sdjekovic3u@istockphoto.com,Male,(303) 6018753,12/10/1990,Vietnamese,7261 Cordelia Point,Denver,Colorado,80204,USA,Gold,Comedy|Crime,No,Plus,SMS,WR
01JSX07TRCJJK4V4WC7MDP8CZG,Germayne,Athy,gathy3v@edublogs.org,Male,(212) 8279397,9/1/1959,French,6 Sycamore Avenue,Brooklyn,New York,11247,USA,Platinum,Crime|Mystery|Thriller,No,Basic,Phone Call,NER
01JSX07TREBVSPJMK2YJAPVP2P,Krysta,Mannin,kmannin3w@123-reg.co.uk,Female,(304) 5247704,7/14/1952,Vietnamese,8 7th Junction,Charleston,West Virginia,25389,USA,Bronze,Action,No,Basic,Phone Call,SR
01JSX07TRG2V4JNT2NS7AXCHNE,Reid,O'Concannon,roconcannon3x@bloomberg.com,Male,(404) 2324015,10/18/1985,German,313 East Alley,Decatur,Georgia,30089,USA,Silver,Action|Drama|Thriller,SMS,Elite,Email,SR
01JSX07TRJ4DJHHA4ZVN6HA2SG,Howey,Keri,hkeri3y@dell.com,Male,(757) 1302262,10/7/1973,Korean,65 Debra Circle,Chesapeake,Virginia,23324,USA,Gold,Action|Comedy|Crime|Thriller,SMS,Basic,Email,SR
01JSX07TRNZ36SA53RR5DVPPZB,Adeline,Capes,acapes3z@opensource.org,Female,(412) 6197627,5/9/2003,German,0392 Ridge Oak Trail,Pittsburgh,Pennsylvania,15230,USA,Platinum,Crime|Drama|Thriller,Email + SMS,Basic,SMS,NER
01JSX07TRQ17E36577RSNNAR6M,Jacky,Quade,jquade40@cornell.edu,Female,(336) 5632700,1/7/1958,German,10 Holy Cross Way,Winston Salem,North Carolina,27116,USA,Bronze,Crime|Horror|Thriller,No,Premier,Phone Call,SR
01JSX07TRSMSVETJAWRB1KTX27,Jamill,Scocroft,jscocroft41@rakuten.co.jp,Bigender,(646) 6727094,11/19/1990,Arabic,600 Burrows Pass,New York City,New York,10034,USA,Silver,War,No,Basic,SMS,NER
01JSX07TRV8SS4DDEP5FA4JXT3,Baxie,Adkins,badkins42@cbslocal.com,Male,(605) 1899210,2/27/1965,Korean,04125 Troy Plaza,Sioux Falls,South Dakota,57110,USA,Gold,Drama,No,Elite,Phone Call,MWR
01JSX07TRXKD11807HMQ2EYJ3E,Teresita,Gunthorp,tgunthorp43@usa.gov,Genderfluid,(601) 9114311,3/3/1941,Russian,377 Comanche Road,Meridian,Mississippi,39305,USA,Platinum,Drama,Email + SMS,Plus,Phone Call,SR
01JSX07TS01RVS05QHF5BGYZ7D,Jessie,McVrone,jmcvrone44@moonfruit.com,Female,(573) 2657579,9/6/1947,German,9 Coleman Way,Jefferson City,Missouri,65105,USA,Bronze,Crime|Drama|Mystery|Thriller,Email,Basic,Phone Call,MWR
01JSX07TS3PX2W5XR61KQJYHHS,Maggy,Celand,mceland45@npr.org,Female,(617) 8390542,1/22/1941,Spanish,661 Colorado Park,Boston,Massachusetts,2216,USA,Silver,Comedy|Drama,Email,Basic,Phone Call,NER
01JSX07TS60CV44A8ST8VJTCDY,Fidelio,Hazart,fhazart46@paypal.com,Male,(281) 3029116,10/30/1983,Vietnamese,9557 Toban Plaza,Houston,Texas,77075,USA,Gold,Crime|Film-Noir|Thriller,Email + SMS,Plus,Email,SR
01JSX07TS85J73E57GD23NR4T4,Tiler,Alelsandrowicz,talelsandrowicz47@census.gov,Male,(901) 2740611,9/6/1942,Arabic,5 Katie Point,Memphis,Tennessee,38136,USA,Platinum,Comedy,No,Basic,Phone Call,SR
01JSX07TSAXPZHNK0B8FYK2EKE,Lazare,Haddington,lhaddington48@newyorker.com,Male,(609) 4210976,9/25/1958,Russian,1 Hagan Street,Trenton,New Jersey,8603,USA,Bronze,Comedy|Drama|Romance|War,Email + SMS,Basic,Phone Call,NER
01JSX07TSCG9YYQYFJ9NXY8604,Davidson,Shill,dshill49@springer.com,Male,(504) 6516066,8/2/1955,Chinese,728 Maple Wood Road,New Orleans,Louisiana,70116,USA,Silver,Drama,No,Basic,Phone Call,SR
01JSX07TSEN1FST6PBMY66WZ2C,Ericka,Guerrero,eguerrero4a@dropbox.com,Genderfluid,(817) 4646358,8/28/1994,Arabic,9385 Cherokee Plaza,Fort Worth,Texas,76121,USA,Gold,Comedy|Fantasy|Musical|Romance,SMS,Basic,SMS,SR
01JSX07TSHJM27JZJV4ZCC14NN,Eirena,Vamplers,evamplers4b@homestead.com,Female,(605) 4966778,2/1/1968,Arabic,969 Arrowood Junction,Sioux Falls,South Dakota,57188,USA,Platinum,Crime|Thriller,SMS,Plus,Email,MWR
01JSX07TSKTCKPY01CP0S8P1YJ,Arlina,Palatino,apalatino4c@qq.com,Agender,(608) 6496816,11/17/1987,English,1577 Kingsford Way,Madison,Wisconsin,53705,USA,Bronze,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,No,Basic,SMS,MWR
01JSX07TSPARG8PQ9E95CVNXRM,Karlie,Jaulmes,kjaulmes4d@sphinn.com,Female,(832) 5240153,4/30/1943,Vietnamese,09999 Logan Road,Houston,Texas,77015,USA,Silver,Documentary,SMS,Elite,Phone Call,SR
01JSX07TSSXG6NXBSWKEWY5DYZ,Sigmund,Blayd,sblayd4e@apache.org,Genderfluid,(323) 5375948,3/21/1960,Chinese,348 Randy Street,Los Angeles,California,90076,USA,Gold,Action,No,Basic,Phone Call,WR
01JSX07TSVQQ2C83218FXKM965,Estrella,Van den Velde,evandenvelde4f@ow.ly,Female,(408) 9119075,12/20/1955,German,30122 Jenifer Center,San Jose,California,95138,USA,Platinum,Comedy|Crime|Romance,Email,Elite,Phone Call,WR
01JSX07TSX1WKGWTD3GTTR7RK5,Justino,Goodboddy,jgoodboddy4g@cloudflare.com,Male,(202) 7275237,9/12/1996,Vietnamese,00 Killdeer Court,Washington,District of Columbia,20409,USA,Bronze,Documentary,No,Plus,SMS,SR
01JSX07TSZK9NACCCXJWZZAAPN,Vittoria,Dansken,vdansken4h@squidoo.com,Female,(912) 3765883,3/8/1971,Spanish,0539 Hoard Drive,Savannah,Georgia,31410,USA,Silver,Drama,SMS,Basic,Email,SR
01JSX07TT26QR7XP8Y2ZC6V17N,Nicolea,Murison,nmurison4i@omniture.com,Female,(315) 6254105,4/22/2006,Spanish,80 Golf View Drive,Rochester,New York,14614,USA,Gold,Documentary,Email + SMS,Basic,SMS,NER
01JSX07TT4BS6VC3F99ATFBHJ6,Arlina,Starton,astarton4j@epa.gov,Female,(816) 9030565,8/29/1957,English,8 Trailsway Place,Saint Joseph,Missouri,64504,USA,Platinum,Comedy|Crime|Mystery|Thriller,Email,Basic,Phone Call,MWR
01JSX07TT7PWERW2NH93GAWBNB,Brigid,Stitch,bstitch4k@blogspot.com,Female,(317) 6859446,8/2/1957,Vietnamese,2 Basil Place,Indianapolis,Indiana,46295,USA,Bronze,Adventure|Drama|Romance,No,Basic,Phone Call,MWR
01JSX07TT9S409E17Q4D4PWW4K,Skelly,Jenkinson,sjenkinson4l@tamu.edu,Male,(719) 7960905,8/30/1995,French,797 Lindbergh Trail,Colorado Springs,Colorado,80945,USA,Silver,Comedy|Crime,No,Basic,SMS,WR
01JSX07TTD7PR813VJAEARXV7R,Osbourn,Parr,oparr4m@umn.edu,Male,(309) 2218627,7/15/1951,English,4638 Village Trail,Peoria,Illinois,61605,USA,Gold,Animation|Children|Comedy,SMS,Premier,Phone Call,MWR
01JSX07TTFWCFJVXEMPJ0P26G7,Zollie,MacParlan,zmacparlan4n@networkadvertising.org,Male,(407) 5037102,10/8/2005,German,25 Anzinger Terrace,Orlando,Florida,32803,USA,Platinum,Drama|Romance|Sci-Fi|Thriller,No,Basic,SMS,SR
01JSX07TTH3G231B18ACM6J0TD,Mord,Forbes,mforbes4o@redcross.org,Male,(406) 8831624,10/28/1995,Russian,9 Melody Court,Billings,Montana,59112,USA,Bronze,Comedy|Fantasy|Romance,No,Elite,SMS,WR
01JSX07TTMF17VEAN80EYJ2QNE,Sheridan,Oldroyde,soldroyde4p@photobucket.com,Male,(954) 8613536,8/25/1954,Spanish,5 8th Avenue,West Palm Beach,Florida,33411,USA,Silver,Drama,Email + SMS,Basic,Phone Call,SR
01JSX07TTQWKSCJJNQJ3EC83BN,Fidela,Legon,flegon4q@sfgate.com,Female,(260) 1621825,11/26/1958,Vietnamese,3516 Annamark Park,Fort Wayne,Indiana,46862,USA,Gold,Action|Adventure|Animation|Children|Comedy,No,Elite,Phone Call,MWR
01JSX07TTTXNGMSFTV0Y9Y8RTB,Rollie,Brimmacombe,rbrimmacombe4r@youtube.com,Male,(314) 8232318,7/3/1976,Arabic,65 Raven Pass,Saint Louis,Missouri,63143,USA,Platinum,Children|Comedy,Phone Call,Basic,Email,MWR
01JSX07TTW1KV4WDAKQ0P70AF5,Jilli,Winspire,jwinspire4s@wired.com,Female,(212) 8526973,8/27/1978,Spanish,35094 Green Lane,Jamaica,New York,11431,USA,Bronze,Action|Adventure|Romance,Email,Plus,Email,NER
01JSX07TTZWBMCDPEKSGNC0XQF,Simone,Bouchier,sbouchier4t@epa.gov,Polygender,(913) 9415716,1/7/1963,Chinese,90 Coleman Court,Shawnee Mission,Kansas,66286,USA,Silver,Drama,No,Basic,Phone Call,MWR
01JSX07TV1GTDMC5S41VHRK1P5,Alister,Chave,achave4u@google.de,Male,(832) 1781841,3/13/1974,Spanish,96 Dixon Road,Houston,Texas,77010,USA,Gold,Comedy,Phone Call,Plus,Email,SR
01JSX07TV3FY8B26JS94WD6G2G,Stearne,Radden,sradden4v@discuz.net,Male,(323) 5601856,2/11/1975,Russian,5178 Harbort Parkway,Long Beach,California,90810,USA,Platinum,Horror|Thriller,Phone Call,Basic,Email,WR
01JSX07TV6XTEMYZB4M4SSPPV5,Walker,Berecloth,wberecloth4w@whitehouse.gov,Male,(757) 1738437,6/28/1947,English,652 Golden Leaf Park,Norfolk,Virginia,23509,USA,Bronze,Comedy|Drama,No,Basic,Phone Call,SR
01JSX07TV96B5J4MT7QBZAD992,Phyllys,Esley,pesley4x@livejournal.com,Female,(702) 2832565,1/20/1958,French,91110 Canary Lane,Henderson,Nevada,89012,USA,Silver,Thriller,Email,Elite,Phone Call,WR
01JSX07TVCNW0RRJWY686D4ZFS,Gideon,Stinton,gstinton4y@usda.gov,Male,(865) 8647341,10/2/1974,German,0803 Northview Trail,Knoxville,Tennessee,37914,USA,Gold,Drama,Email,Elite,Email,SR
01JSX07TVF8E252EPWVXA351AW,Hill,Tarbard,htarbard4z@nyu.edu,Male,(503) 7262812,3/6/1965,Arabic,5407 Rusk Junction,Portland,Oregon,97229,USA,Platinum,Drama,Email,Basic,Phone Call,WR
01JSX07TVJ80AQQ8MPMEGSG69K,Taddeusz,Christophersen,tchristophersen50@lycos.com,Male,(714) 8376257,9/9/1980,German,6065 Northview Drive,Orange,California,92862,USA,Bronze,Comedy|Drama|Romance,No,Basic,Email,WR
01JSX07TVNV83QWC5R6EK9FSJ7,Koo,Enbury,kenbury51@behance.net,Female,(480) 4600638,6/19/1984,English,1794 Algoma Way,Scottsdale,Arizona,85255,USA,Silver,Crime|Horror,No,Basic,Email,WR
01JSX07TVQ979AZXPVCJVX5FKG,Orelee,Balwin,obalwin52@bbb.org,Female,(208) 1298091,3/9/1982,Arabic,809 Crest Line Point,Boise,Idaho,83705,USA,Gold,Action|Crime|Thriller,SMS,Elite,Email,WR
01JSX07TVSP9R4MTZ0R754N37Q,Ludovika,Elmes,lelmes53@mapquest.com,Female,(915) 1710893,9/27/1953,Arabic,0310 Prairie Rose Alley,El Paso,Texas,88525,USA,Platinum,Action|Adventure|Children,No,Basic,Phone Call,SR
01JSX07TVV4FF5P5BSN81QGFB3,Jerrilee,Shreve,jshreve54@ask.com,Genderfluid,(614) 9646963,11/8/1976,Russian,2000 Gulseth Street,Columbus,Ohio,43220,USA,Bronze,Drama,Email,Basic,Email,MWR
01JSX07TVXX40MKJFWGP2V3YM2,Kippy,Atto,katto55@51.la,Female,(517) 9768365,3/6/1952,English,628 Dwight Place,Lansing,Michigan,48919,USA,Silver,Crime|Drama|Romance,Email,Plus,Phone Call,MWR
01JSX07TVZQT2ZV9QCHV661AV0,Nilson,Enever,nenever56@cbsnews.com,Male,(508) 4615719,12/22/1946,French,994 International Alley,Brockton,Massachusetts,2405,USA,Gold,Adventure|Drama|Mystery|Thriller,No,Premier,Phone Call,NER
01JSX07TW2KGDWBF90T9R6XY0Z,Hulda,Dragonette,hdragonette57@samsung.com,Female,(602) 1712066,11/10/1986,English,3 Anzinger Terrace,Phoenix,Arizona,85005,USA,Platinum,Comedy,Email,Basic,SMS,WR
01JSX07TW4SGXFS2RHKKHAXGDV,Jerrie,Stent,jstent58@csmonitor.com,Male,(704) 3003274,5/17/2002,Korean,6 Trailsway Circle,Charlotte,North Carolina,28220,USA,Bronze,Drama,No,Elite,SMS,SR
01JSX07TW6KDGSC5N6BF3Y68M9,Haywood,Coupar,hcoupar59@engadget.com,Male,(904) 1464436,5/12/1952,Chinese,86 Arkansas Park,Jacksonville,Florida,32244,USA,Silver,(no genres listed),No,Basic,Phone Call,SR
01JSX07TW8ZZZ0T8XFVJJVMV00,Isa,McLanaghan,imclanaghan5a@ca.gov,Male,(212) 2283350,4/15/1973,Arabic,0 Buena Vista Terrace,New York City,New York,10203,USA,Gold,Action|Crime|Drama,Email,Elite,Email,NER
01JSX07TWA3P3XD38AK0B8AK6M,Kalina,Duguid,kduguid5b@ucoz.ru,Female,(202) 8921775,4/6/1950,German,1 Kings Hill,Washington,District of Columbia,20540,USA,Platinum,Horror,SMS,Basic,Phone Call,SR
01JSX07TWD26QGAW8MS7YR9J69,Ciro,Menchenton,cmenchenton5c@fotki.com,Male,(773) 2256276,12/29/1974,German,90 Banding Alley,Chicago,Illinois,60646,USA,Bronze,Crime|Drama|Romance,SMS,Plus,Email,MWR
01JSX07TWFP0V7V1YV4EJGAD68,Antonina,Beveridge,abeveridge5d@themeforest.net,Female,(812) 9805441,3/18/1999,Chinese,844 Fairfield Crossing,Evansville,Indiana,47705,USA,Silver,Comedy|Romance,No,Elite,SMS,MWR
01JSX07TWH7866KFZPV13WKK9T,Olag,Medmore,omedmore5e@jalbum.net,Male,(701) 5088595,7/21/1973,Spanish,75010 American Lane,Bismarck,North Dakota,58505,USA,Gold,Thriller,No,Basic,Email,MWR
01JSX07TWMDNZMBWT5ZYWXVCHT,Hana,Filon,hfilon5f@nymag.com,Polygender,(602) 8357649,3/10/1996,Korean,69 High Crossing Hill,Phoenix,Arizona,85072,USA,Platinum,Comedy|Drama,Email + SMS,Elite,SMS,WR
01JSX07TWP2TWHCAB6R5K2BPJP,Scott,Benduhn,sbenduhn5g@wiley.com,Male,(913) 4378193,12/25/1960,French,78706 Washington Junction,Shawnee Mission,Kansas,66210,USA,Bronze,War,No,Basic,Phone Call,MWR
01JSX07TWSVJXJGNXAES77EXTB,Remington,Stoppard,rstoppard5h@qq.com,Male,(570) 3952304,12/14/1969,German,64818 Melody Alley,Wilkes Barre,Pennsylvania,18768,USA,Silver,Mystery|Thriller,No,Basic,Email,NER
01JSX07TWVGEBSVBPPEGM2Y52S,Honor,Leet,hleet5i@psu.edu,Female,(415) 9455125,9/19/1940,Chinese,472 Longview Terrace,San Francisco,California,94126,USA,Gold,Crime|Drama|Romance|Thriller,No,Basic,Phone Call,WR
01JSX07TWXRAFWEJF02PKC3FGG,Miof mela,Axelby,maxelby5j@jiathis.com,Female,(714) 8270505,4/21/1982,Arabic,80677 Northview Road,Brea,California,92822,USA,Platinum,Drama,Email,Basic,Email,WR
